,Code,Title,points_r1_2021,points_r1_2020,points_r1_2019
614,GY111,Arts (English and Creative Writing),330,330,330
615,GY113,Arts with Human Rights,368,368,368
616,GY115,Arts with Performing Arts Studies,387,387,387
617,GY118,Arts (Drama  Theatre and Performance Studies),451,451,451
618,GY119,Arts (Journalism),400,400,400
619,GY122,Na D�na (Cumars�id agus Gaeilge),361,361,361
620,GY123,Applied Social Sciences,358,358,358
621,GY125,Arts (Digital Arts and Technology),328,328,328
622,GY127,Arts (Film and Digital Media),401,401,401
623,GY128,Arts (Global Languages),352,352,352
624,GY129,Arts (Global Experience),420,420,420
625,GY130,Arts (Music),408,408,408
626,GY132,Government (Politics  Economics and Law),407,407,407
627,GY133,Education (Computer Science and Mathematical Studi,422,422,422
628,GY134,Geography and Geosystems,410,410,410
629,GY135,Arts (Global Media),,,
630,GY136,Na D�na (L�ann Teanga - options),,,
631,GY201,Commerce,433,433,433
632,GY202,Commerce (International) with French,484,484,484
633,GY203,Commerce (International) with German,489,489,489
634,GY204,Commerce (International) with Spanish,495,495,495
635,GY206,Business Information Systems (Work Placement and O,465,465,465
636,GY207,Commerce (Accounting) including optional Global Ex,509,509,509
637,GY208,Commerce (Gaeilge),473,473,473
638,GY209,Commerce (Global Experience),530,530,530
639,GY250,Law and Business,487,487,487
640,GY251,Law (BCL),499,499,499
641,GY252,Law (BCL) and Human Rights,520,520,520
642,GY253,Law and Taxation,509,509,509
643,GY254,Law (BCL)  Criminology and Criminal Justice,530,530,530
644,GY261,Business Studies in International Hotel Management,497,497,497
645,GY262,Commerce in International Hotel Management (interv,681,681,681
646,GY301,Science,433,433,433
647,GY303,Biomedical Science,556,556,556
648,GY304,Biotechnology,465,465,465
649,GY308,Environmental Science,408,408,408
650,GY309,Financial Mathematics and Economics,487,487,487
651,GY310,Marine Science,419,419,419
652,GY313,Environmental Health and Safety,412,412,412
653,GY314,Earth and Ocean Sciences,403,403,403
654,GY318,Biopharmaceutical Chemistry,509,509,509
655,GY319,Mathematical Science,476,476,476
656,GY320,Physics (Degree options: Applied Astrophysics Biom,402,402,402
657,GY321,Genetics and Genomics,508,508,508
658,GY322,Agricultural Sciences,,,
659,GY350,Computer Science and Information Technology,403,403,403
660,GY401,Engineering (Undenominated),465,465,465
661,GY402,Civil Engineering,455,455,455
662,GY405,Mechanical Engineering,454,454,454
663,GY406,Electronic and Computer Engineering,510,510,510
664,GY408,Biomedical Engineering,509,509,509
665,GY410,Project and Construction Management,403,403,403
666,GY413,Energy Systems Engineering,502,502,502
667,GY414,Electrical and Electronic Engineering,405,405,405
668,GY501,Medicine (five year/six year course  HPAT required,728,728,728
669,GY502,Occupational Therapy,555,555,555
670,GY503,Speech and Language Therapy,543,543,543
671,GY504,Podiatric Medicine,443,443,443
672,GY515,General Nursing (Galway and Portiuncula),476,476,476
673,GY516,Mental Health Nursing,440,440,440
674,GY517,Midwifery,495,495,495
675,LY108,Business - Accounting,309,309,309
676,LY118,Business,290,290,290
677,LY128,Marketing with Online Technologies,,,
678,LY208,Law,300,300,300
679,LY228,Sports and Exercise - Common Entry,300,300,300
680,LY408,Design - Common Entry,320,320,320
681,LY508,Fire Safety Engineering,276,276,276
682,LY518,Quantity Surveying,301,301,301
683,LY528,Construction Management,271,271,271
684,LY538,Architectural Technology,,,
685,LY608,Mechanical Engineering,300,300,300
686,LY618,Electronic Engineering,312,312,312
687,LY708,Applied Computing,306,306,306
688,LY748,Computer Science,317,317,317
689,LY818,Science - Common Entry,303,303,303
690,LY828,Agriculture - Common Entry,307,307,307
691,LY908,General Nursing,400,400,400
692,LY918,Psychiatric Nursing,357,357,357
693,LY928,Intellectual Disability Nursing,326,326,326
694,LY968,Early Childhood Care  Health and Education,303,303,303
695,LY978,Health and Social Care - Common Entry,280,280,280
696,MI001,Contemporary and Applied Theatre Studies,375,375,375
697,MI002,Arts,300,300,300
698,MI004,Education - Primary Teaching - International,577,577,577
699,MI005,Education - Primary Teaching,495,495,495
700,MI006,Education - Primary Teaching - Gaeltacht Applicant,456,456,456
701,MI007,Early Childhood Care and Education,357,357,357
702,MI008,Education and Psychology - Primary Teaching,588,588,588
703,MI009,Education  Business Studies and Accounting,402,402,402
704,MI010,Education  Business Studies and Religious Studies,368,368,368
705,MI011,Education  Gaeilge and Religious Studies,409,409,409
706,MI012,Education  Gaeilge and Business Studies,401,401,401
707,MI013,Education  Mathematics and Gaeilge,444,444,444
708,MI014,Education  Mathematics and Business Studies,434,434,434
709,CI110,Counselling and Psychotherapy,310,310,310
710,CI111,Counselling and Psychotherapy with Addiction Studi,301,301,301
711,CI112,Counselling and Psychotherapy with Youth Studies,311,311,311
712,LC110,Art and Design (Common Entry  portfolio),740,740,740
713,LC114,Fashion and Textiles for Product and Costume (port,880,880,880
714,LC115,Art and Design Teacher Education (LIT and UL  port,942,942,942
715,LC220,Digital Marketing,262,262,262
716,LC223,Law and Taxation,307,307,307
717,LC224,Accounting and Finance,300,300,300
718,LC225,Marketing and Management,298,298,298
719,LC226,Enterprise and Innovation,234,234,234
720,LC233,Software Development,272,272,272
721,LC234,Immersive Digital Media and Spatial Computing,225,225,225
722,LC236,Internet Systems Development,262,262,262
723,LC239,Computer Networks and Systems Management,307,307,307
724,LC241,Construction Management,255,255,255
725,LC242,Property Valuation and Management,282,282,282
726,LC243,Quantity Surveying,294,294,294
727,LC248,Built Environment (Common Entry),288,288,288
728,LC252,Civil Engineering Management,270,270,270
729,LC263,Medical Technology,294,294,294
730,LC265,Forensic and Pharmaceutical Sciences,413,413,413
731,LC266,Drug and Medicinal Product Analysis,262,262,262
732,LC275,Electrical Engineering,298,298,298
733,LC288,Mechanical Engineering,347,347,347
734,LC289,Precision Engineering,291,291,291
735,LC292,Social Care Work,367,367,367
736,LC293,Business Studies with Travel and Tourism Managemen,307,307,307
737,LC294,Business Studies with Event Management,279,279,279
738,LC295,Business Studies with Sports Management,252,252,252
739,LC297,Community and Addiction Studies,235,235,235
740,LC320,Business,346,346,346
741,LC330,Business with Computing,297,297,297
742,LC340,Interior Design,350,350,350
743,LC362,Biotechnology and Biopharmaceutical Sciences,413,413,413
744,LC371,Creative Broadcast and Film Production,309,309,309
745,LC372,Music Technology and Production,325,325,325
746,LC374,Renewable and Electrical Energy Engineering,318,318,318
747,LC375,Industrial Automation and Robotic Systems,317,317,317
748,LC376,Electronic Engineering with Computer Systems,318,318,318
749,LC380,Automotive Engineering and Transport Management,303,303,303
750,LC392,Business Studies in Beauty and Spa Management,236,236,236
751,LC393,Early Childhood Education and Care,236,236,236
752,LC402,Social Care Work,225,225,225
753,LC408,Environmental Science and Climate,279,279,279
754,LC416,Business,274,274,274
755,LC418,Computing - Games Design and Development,270,270,270
756,LC422,Applied Strength and Conditioning,298,298,298
757,LC502,Game Art and Design (portfolio),852,852,852
758,LC517,Creative Media and Design,234,234,234
759,LC518,Digital Animation Production (portfolio),808,808,808
760,LC612,Social Care Work,320,320,320
761,LM002,Arts,348,348,348
762,LM019,Social Sciences,,,
763,LM020,Law and Accounting,465,465,465
764,LM026,Performing Arts (audition format TBC),303,303,303
765,LM028,Criminal Justice,418,418,418
766,LM029,Law Plus,490,490,490
767,LM038,Psychology and Sociology,500,500,500
768,LM039,Journalism and Digital Communication,402,402,402
769,LM040,European Studies,369,369,369
770,LM044,Applied Languages,442,442,442
771,LM050,Business Studies (options),431,431,431
772,LM056,International Business,528,528,528
773,LM058,Financial Mathematics,403,403,403
774,LM063,Technology Management,379,379,379
775,LM066,Environmental Science,,,
776,LM068,Food Science and Health,421,421,421
777,LM076,Product Design and Technology (portfolio required),408,408,408
778,LM077,Aeronautical Engineering,520,520,520
779,LM082,Construction Management and Engineering,398,398,398
780,LM089,Sport and Exercise Sciences,474,474,474
781,LM090,Physical Education with concurrent Teacher Educati,532,532,532
782,LM091,Languages with concurrent Teacher Education,517,517,517
783,LM092,Science with Teacher Ed (Biology with Physics/Chem,507,507,507
784,LM093,Equine Science,339,339,339
785,LM094,Materials and Architectural Technology with concur,440,440,440
786,LM095,Materials and Engineering Technology with concurre,367,367,367
787,LM096,Science with Teacher Ed (Physical Sciences with Ch,405,405,405
788,LM097,Mathematics and Computer Science with concurrent T,402,402,402
789,LM099,Architecture,498,498,498
790,LM100,Physiotherapy,589,589,589
791,LM101,Medicine  - Graduate Entry (GAMSAT required),55,55,55
792,LM102,Psychology,509,509,509
793,LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,392,392,392
794,LM105,Exercise and Health Fitness Management,,,
795,LM115,Chemical and Biochemical Engineering,454,454,454
796,LM116,Engineering (Biomedical/Civil/Design and Manufactu,476,476,476
797,LM118,Electronic and Computer Engineering,403,403,403
798,LM121,Computer Science (Computer Systems/Games Dev/Cyber,351,351,351
799,LM122,Creative Media and Interaction Design (Digital Des,327,327,327
800,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,441,441,441
801,LM124,Mathematics (Math Science/Maths and Physics/Econom,437,437,437
802,LM125,Physics (Applied Physics or Mathematics and Physic,404,404,404
803,LM150,General Nursing,475,475,475
804,LM152,Mental Health Nursing,419,419,419
805,LM154,Intellectual Disability Nursing,420,420,420
806,LM156,Midwifery,469,469,469
807,MU001,Theology and Arts,290,290,290
808,MU002,Theology,440,440,440
809,MH001,Education - Primary Teaching (Froebel),507,507,507
810,MH002,Education - Primary Teaching - Gaeltacht Applicant,,,
811,MH003,Early Childhood - Teaching and Learning (full-time,,,
812,MH101,Arts,318,318,318
813,MH103,Music,,,
814,MH106,Psychology - 3 years,521,521,521
815,MH107,Social Science,346,346,346
816,MH109,Media Studies,316,316,316
817,MH116,Community and Youth Work (Full-Time),,,
818,MH201,Science,360,360,360
819,MH202,Biotechnology,455,455,455
820,MH203,Biological and Geographical Sciences,430,430,430
821,MH204,Physics with Astrophysics,422,422,422
822,MH206,Theoretical Physics and Mathematics,510,510,510
823,MH207,Data Science,445,445,445
824,MH208,Biological and Biomedical Sciences,498,498,498
825,MH209,Psychology (through Science) - 4 years,498,498,498
826,MH210,Pharmaceutical and Biomedical Chemistry,487,487,487
827,MH212,Science|Maths and Computer Science|Mathematics (wi,422,422,422
828,MH304,Engineering (Computer/Electronic/Communications),333,333,333
829,MH305,Product Design,357,357,357
830,MH306,Robotics and Intelligent Devices,361,361,361
831,MH401,Finance (options),357,357,357
832,MH402,Quantitative Finance,476,476,476
833,MH403,Accounting and Finance,422,422,422
834,MH404,Business (options),430,430,430
835,MH407,Business and Accounting,420,420,420
836,MH411,Entrepreneurship,371,371,371
837,MH501,LLB Law - four year Single Major Law programme,473,473,473
838,MH502,Law (options),451,451,451
839,MH601,Computer Science through Arts (options),352,352,352
840,MH602,Computer Science through Science (options),351,351,351
841,MH603,Computational Thinking,532,532,532
842,MH801,Early Childhood - Teaching and Learning (part-time,327,327,327
843,MH802,Community and Youth Work (part-time  in service),,,
844,MH803,Local Studies/Community Studies (part-time  evenin,,,
845,AS001,Education  Home Economics and Biology - with concu,510,510,510
846,AS002,Education  Home Economics and Religious Ed - with,441,441,441
847,AS003,Education  Home Economics and Irish - with concurr,440,440,440
848,AS051,Nutrition  Food and Business Management,328,328,328
849,AS054,Home Economics,408,408,408
850,AS110,General Nursing,419,419,419
851,AS130,Intellectual Disability Nursing,336,336,336
852,SG141,Business,261,261,261
853,SG145,Business and ICT,,,
854,SG146,Accounting,309,309,309
855,SG147,Sport with Business,307,307,307
856,SG148,Tourism with Event Management,269,269,269
857,SG150,Business in Marketing,,,
858,SG241,Performing Arts,328,328,328
859,SG242,Early Childhood Care and Education,279,279,279
860,SG243,Social Care Practice,301,301,301
861,SG244,Fine Art,505,505,505
862,SG245,Creative Design,282,282,282
863,SG246,Computing,290,290,290
864,SG247,English and Psychology,309,309,309
865,SG248,Sociology and Politics,281,281,281
866,SG249,Writing and Literature,297,297,297
867,SG252,Software Development,307,307,307
868,SG253,Computing in Computer Networks and Cyber Security,324,324,324
869,SG254,Writing and Literature Online,225,225,225
870,SG255,Law and Business,,,
871,SG341,General Engineering,,,
872,SG342,Civil Engineering,415,415,415
873,SG343,Quantity Surveying,311,311,311
874,SG344,Mechanical Engineering,,,
875,SG346,Construction Project Management and Applied Techno,291,291,291
876,SG347,Architecture,360,360,360
877,SG348,Interior Architecture and Design,316,316,316
878,SG349,Electronics and Self Driving Technologies,,,
879,SG350,Robotics and Automation,,,
880,SG442,Occupational Safety and Health,290,290,290
881,SG443,Human Nutrition,356,356,356
882,SG444,Science Undenominated,338,338,338
883,SG445,Pharmaceutical Science with Drug Development,311,311,311
884,SG447,Health Science and Physical Activity,328,328,328
885,SG448,Forensic Investigation and Analysis,306,306,306
886,SG449,Medical Biotechnology,341,341,341
887,SG450,Environmental Science with Ecology (Level 8),300,300,300
888,TL801,Animation  Visual Effects and Motion Design (Level,281,281,281
889,TL802,TV  Radio and New Media (Level 8),325,325,325
890,TL810,Computing with Software Development,310,310,310
891,TL811,Computing with Games Development,358,358,358
892,TL815,Computing (Degree Award options),308,308,308
893,TL823,Event Management (3 year programme),299,299,299
894,TL831,Business Studies (Major Specialism in: Acctng or M,306,306,306
895,TL842,Construction Management,,,
896,TL844,Agricultural Engineering,300,300,300
897,TL845,Civil Engineering,325,325,325
898,TL847,Manufacturing Engineering,302,302,302
899,TL848,Agricultural Science,308,308,308
900,TL851,Wildlife Biology (Degree Award options),309,309,309
901,TL855,Pharmaceutical Science (Degree Award options),317,317,317
902,TL858,Veterinary Bioscience,308,308,308
903,TL871,Health and Leisure (Degree Award options),300,300,300
904,TL872,Health and Leisure with Massage,309,309,309
905,TL873,Coaching and Sports Performance,289,289,289
906,TL874,Inclusive Sport and Physical Activity,,,
907,TL880,Early Childhood Care and Education,307,307,307
908,TL881,Social Care,308,308,308
909,TL889,Counselling with Addiction - Mature applicants onl,,,
910,TL890,General Nursing and Mature Applicants,440,440,440
911,TL891,Mental Health Nursing and Mature Applicants,389,389,389
912,WD001,Applied Computing (options),260,260,260
913,WD002,Science (options),308,308,308
914,WD005,Health Sciences (options),280,280,280
915,WD006,Exercise Sciences (options),280,280,280
916,WD007,Engineering (options),288,288,288
917,WD025,Construction Management and Engineering,269,269,269
918,WD027,Music,262,262,262
919,WD048,Business (options),271,271,271
920,WD084,Accounting,308,308,308
921,WD091,Hospitality Management,228,228,228
922,WD116,General Nursing,422,422,422
923,WD117,Psychiatric Nursing,366,366,366
924,WD120,Intellectual Disability Nursing,377,377,377
925,WD134,International Business,290,290,290
926,WD137,Design (Visual Communications),271,271,271
927,WD140,Laws,280,280,280
928,WD144,Architecture,284,284,284
929,WD147,Pharmaceutical Science,293,293,293
930,WD150,Criminal Justice Studies,270,270,270
931,WD152,Visual Art,,,
932,WD161,Computer Forensics and Security,255,255,255
933,WD162,Quantity Surveying,216,216,216
934,WD163,Psychology,434,434,434
935,WD186,Sports Coaching and Performance,270,270,270
936,WD187,Social Science,272,272,272
937,WD191,Agricultural Science,377,377,377
938,WD192,Social Care Practice,270,270,270
939,WD193,Marketing and Digital Media,271,271,271
940,WD194,Culinary Arts,217,217,217
941,WD195,Architectural and Building Information Modelling T,279,279,279
942,WD200,Arts (options),,,
943,WD210,Software Systems Development,279,279,279
944,WD211,Creative Computing,271,271,271
945,WD212,Recreation and Sport Management,270,270,270
946,WD230,Mechanical and Manufacturing Engineering,253,253,253
947,WD231,Early Childhood Care and Education,,,
948,WD232,Business Information Systems,,,
949,AL600,Software Design,,,
950,AL601,Computer Engineering,,,
951,AL602,Mechanical Engineering,,,
952,AL604,Civil Engineering,,,
953,AL605,Music and Instrument Technology,,,
954,AL630,Pharmacy Technician,295,295,295
955,AL631,Dental Nursing,300,300,300
956,AL632,Applied Science,234,234,234
957,AL650,Business,207,207,207
958,AL660,Culinary Arts,,,
959,AL661,Bar Supervision,,,
960,AL663,Business (Sport and Recreation),,,
961,AL701,Computer Engineering with Network Infrastructure,216,216,216
962,AL702,Software Design with Artificial Intelligence for Cloud Computing,214,214,214
963,AL703,Software Design with Virtual Reality and Gaming,216,216,216
964,AL704,Computer Engineering,204,204,204
965,AL705,Software Design with Mobile Apps and Connected Devices,216,216,216
966,AL710,Mechanical Engineering,223,223,223
967,AL711,Mechanical Engineering and Renewable Energy,228,228,228
968,AL712,Automation and Robotics,252,252,252
969,AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),218,218,218
970,AL718,Music and Sound Engineering,214,214,214
971,AL721,Civil Engineering,233,233,233
972,AL730,Biotechnology,250,250,250
973,AL731,Veterinary Nursing,400,400,400
974,AL734,Pharmaceutical Sciences (Drug Development and Analysis),244,244,244
975,AL740,Exercise and Health Science,250,250,250
976,AL751,Digital Marketing,241,241,241
977,AL752,Business,225,225,225
978,AL761,Hotel and Leisure Management,208,208,208
979,AL763,Graphic Design (portfolio),781,781,781
980,AL764,Early Years Care and Education,260,260,260
981,AL765,Applied Social Studies in Social Care,280,280,280
982,CI001,Counselling Skills and Psychotherapy Studies,300,300,300
983,CI002,Counselling Skills and Addiction Studies,309,309,309
984,CI005,Counselling Skills and Youth Studies,306,306,306
985,CR001,Applied Physics and Instrumentation,250,250,250
986,CR006,Applied Biosciences,361,361,361
987,CR007,Analytical and Pharmaceutical Chemistry,240,240,240
988,CR010,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),321,321,321
989,CR016,Software Development,307,307,307
990,CR021,Business (Common Entry),255,255,255
991,CR022,Business Administration,190,190,190
992,CR031,Social Care Work,346,346,346
993,CR032,Recreation and Leisure Management,298,298,298
994,CR035,Community Development,100,100,100
995,CR041,Tourism Management,216,216,216
996,CR042,Hospitality Management,208,208,208
997,CR046,Automotive Technology and Management,216,216,216
998,CR051,Civil Engineering,248,248,248
999,CR052,Construction,251,251,251
1000,CR053,Interior Architecture,308,308,308
1001,CR055,Environmental Engineering,258,258,258
1002,CR061,Electronic Engineering,260,260,260
1003,CR062,Electrical Engineering,300,300,300
1004,CR071,Mechanical Engineering,261,261,261
1005,CR075,Biomedical Engineering,306,306,306
1006,CR090,Architectural Technology,266,266,266
1007,CR094,Nautical Science at National Maritime College of Ireland,243,243,243
1008,CR095,Marine Engineering at National Maritime College of Ireland,255,255,255
1009,CR126,Popular Music: Drums at CIT Cork School of Music,801,801,801
1010,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,838,838,838
1011,CR128,Popular Music: Keyboards at CIT Cork School of Music,840,840,840
1012,CR129,Popular Music: Voice at CIT Cork School of Music,841,841,841
1013,CR300,Physical Sciences (Common Entry),282,282,282
1014,CR620,Early Childhood Education and Care,365,365,365
1015,CR640,Culinary Arts,244,244,244
1016,CR650,Beverage Industry Management,209,209,209
1017,CR655,Culinary Studies,189,189,189
1018,CR657,Hospitality Studies,180,180,180
1019,CR805,Marine Electrotechnology at National Maritime College of Ireland,235,235,235
1020,CR888,Information Technology,290,290,290
1021,CT110,Computing in Information Technology,210,210,210
1022,CT116,Information Technology,219,219,219
1023,CW006,Business,,,
1024,CW027,Sustainable Farm Management and Agribusiness,266,266,266
1025,CW037,Business (options),195,195,195
1026,CW047,Visual Communications and Design,214,214,214
1027,CW057,Art (portfolio),700,700,700
1028,CW077,Tourism and Event Management,217,217,217
1029,CW106,Physiology and Health Science,451,451,451
1030,CW107,Analytical Science,277,277,277
1031,CW116,Pharmacy Technician Studies,250,250,250
1032,CW117,Biosciences,205,205,205
1033,CW126,Science - Applied Biology or Applied Chemistry,191,191,191
1034,CW206,Computing - Applications or Programming,235,235,235
1035,CW207,Software Development,244,244,244
1036,CW217,Information Technology Management,234,234,234
1037,CW227,Cybercrime and IT Security,233,233,233
1038,CW237,Computing in Interactive Digital Art and Design,212,212,212
1039,CW407,Architectural Technology,188,188,188
1040,CW417,Construction Management with Building Services,220,220,220
1041,CW427,Civil Engineering,199,199,199
1042,CW507,Aircraft Systems,293,293,293
1043,CW517,Mechanical Engineering,276,276,276
1044,CW527,Electronic Engineering,227,227,227
1045,CW547,TV and Media Production,301,301,301
1046,CW706,Legal Studies,163,163,163
1047,CW707,Industrial Design,207,207,207
1048,CW717,Professional Social Care Practice,288,288,288
1049,CW807,Sport Coaching and Business Management - GAA (portfolio),700,700,700
1050,CW817,Sport Coaching and Business Management - Rugby (portfolio),700,700,700
1051,CW827,Sport Coaching and Business Management - Soccer (portfolio),700,700,700
1052,CW837,Digital Marketing with Analytics,200,200,200
1053,CW906,Business,177,177,177
1054,CW917,Business (options),224,224,224
1055,CW926,Business with Law,210,210,210
1056,CW936,Accounting,231,231,231
1057,DB516,Financial Services,,,
1058,DB528,Applied Social Care,,,
1059,DB534,Sound Engineering and Music Production,,,
1060,DB563,Arts,161,161,161
1061,DB571,Business Studies,173,173,173
1062,DB572,Business in Accounting,119,119,119
1063,DB573,Business in Marketing,117,117,117
1064,DB574,Business in Information Technology,136,136,136
1065,DB576,Film and Creative Media,,,
1066,DC201,Common Entry into Science (Undenominated Entry),498,498,498
1067,DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",430,430,430
1068,DK710,Business and Management,120,120,120
1069,DK711,Business and Technology,191,191,191
1070,DK712,Digital Marketing and Public Relations,100,100,100
1071,DK721,Computing,106,106,106
1072,DK722,Augmented and Virtual Reality,144,144,144
1073,DK730,Building Surveying,165,165,165
1074,DK731,Architectural Technology,332,332,332
1075,DK732,Construction Management,120,120,120
1076,DK740,Engineering - Electrical and Electronic Systems,179,179,179
1077,DK742,Engineering - Mechanical Engineering,166,166,166
1078,DK744,Engineering - Civil Engineering,190,190,190
1079,DK750,Hospitality Management,176,176,176
1080,DK752,Event Management,175,175,175
1081,DK753,Culinary Arts,182,182,182
1082,DK763,"Sport, Exercise and Enterprise",233,233,233
1083,DK767,Community Youth Work (interview),240,240,240
1084,DK768,Audio and Music Production,261,261,261
1085,DK769,Creative Media,165,165,165
1086,DK770,Theatre & Film Practice,190,190,190
1087,DK771,Musical Theatre (audition),,,
1088,DK781,Science - Bioscience,358,358,358
1089,DK783,Science - Pharmaceutical Science,349,349,349
1090,DK784,Veterinary Nursing,399,399,399
1091,DK860,Music (audition),532,532,532
1092,DL701,Business - Applied Entrepreneurship,,,
1093,DL821,"English, Media and Cultural Studies",212,212,212
1094,DL828,"3D Design, Modelmaking and Digital Art",506,506,506
1095,DL829,Design for Stage and Screen (Costume Design),593,593,593
1096,DL830,Design for Stage and Screen (Character Makeup Design),939,939,939
1097,DL831,Design for Stage and Screen (Production Design),781,781,781
1098,DL834,Film and Television Production,990,990,990
1099,DN252,Dairy Business,410,410,410
1100,DN253,Agri - Environmental Sciences,418,418,418
1101,DN271,Forestry,311,311,311
1102,DN272,"Horticulture, Landscape and Sportsturf Management",297,297,297
1103,DS602,Computing and Multimedia (Level 6 - Higher Certificate),,,
1104,DS603,Computing and Multimedia (Level 6 - Certificate),,,
1105,DS701,Business,,,
1106,DS702,Computing and Multimedia (Level 7),,,
1107,GA160,Business,163,163,163
1108,GA170,Business,250,250,250
1109,GA171,Business Information Systems,250,250,250
1110,GA172,Rural Enterprise and Agri-Business,277,277,277
1111,GA174,Marketing and Sales,281,281,281
1112,GA175,Finance,278,278,278
1113,GA176,Business with Entrepreneurship,278,278,278
1114,GA272,Heritage Studies,188,188,188
1115,GA273,Contemporary Art,702,702,702
1116,GA274,Design,251,251,251
1117,GA360,Business in Tourism,172,172,172
1118,GA361,Culinary Arts,193,193,193
1119,GA362,Hotel and Hospitality Operations,240,240,240
1120,GA364,Heritage Studies,252,252,252
1121,GA370,Hotel and Catering Management,198,198,198
1122,GA376,Event Management with Public Relations,206,206,206
1123,GA377,International Tourism Management,172,172,172
1124,GA378,Culinary and Gastronomic Science,219,219,219
1125,GA470,Construction Management,244,244,244
1126,GA471,Quantity Surveying and Construction Economics,200,200,200
1127,GA472,Architectural Technology,226,226,226
1128,GA473,Civil Engineering,241,241,241
1129,GA570,Software and Electronic Engineering,224,224,224
1130,GA670,Mechanical Engineering,265,265,265
1131,GA673,Energy Engineering,260,260,260
1132,GA674,Biomedical Engineering,298,298,298
1133,GA675,Agricultural Engineering,298,298,298
1134,GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),290,290,290
1135,GA677,Manufacturing Engineering Design,235,235,235
1136,GA770,Applied Freshwater and Marine Biology,280,280,280
1137,GA771,Applied Biology and Biopharmaceutical Science,280,280,280
1138,GA772,Chemical and Pharmaceutical Science,280,280,280
1139,GA773,Physics and Instrumentation,299,299,299
1140,GA774,Science (Undenominated),289,289,289
1141,GA775,Computing in Software Development,260,260,260
1142,GA776,Computing and Digital Media,241,241,241
1143,GA777,Agriculture and Environmental Management,281,281,281
1144,GA862,History & Geography,178,178,178
1145,GA864,Early Childhood Education and Care,214,214,214
1146,GA870,Outdoor Education and Leisure,182,182,182
1147,GA871,Early Childhood Education and Care,190,190,190
1148,GA872,Culture and Environment,196,196,196
1149,GA879,Applied Social Care,244,244,244
1150,GA974,"Furniture Design, Making and Technology - Common Entry",214,214,214
1151,GB001,Business,,,
1152,GC250,Communications and Media Production,,,
1153,GC305,International Hospitality Management,253,253,253
1154,GC306,International Hospitality Management,253,253,253
1155,GC335,Computing,217,217,217
1156,GC410,Marketing,145,145,145
1157,GC411,Business,135,135,135
1158,GC435,Computing,,,
1159,GC460,Music Production for Games (portfolio),,,
1160,GC465,Communications,,,
1161,GC466,Film and TV Production,,,
1162,GC470,Photographic Media,169,169,169
1163,GC475,Photography,150,150,150
1164,GC490,Interior Design,117,117,117
1165,GC495,Fashion,129,129,129
1166,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),409,409,409
1167,GY112,Arts with Film Studies,321,321,321
1168,GY120,"Arts (Child, Youth and Family: Policy and Practice)",350,350,350
1169,GY121,Arts (Children`s Studies),356,356,356
1170,GY124,Arts (Arts with Data Science),454,454,454
1171,GY126,Arts (English and Media Studies),391,391,391
1172,GY131,Arts (History and Globalisation Studies),360,360,360
1173,LC221,Accounting and Finance,241,241,241
1174,LC222,Marketing and Management,270,270,270
1175,LC228,Sports Development and Coaching,205,205,205
1176,LC230,Business with Computing,217,217,217
1177,LC235,Internet Systems Development,205,205,205
1178,LC251,Civil Engineering,206,206,206
1179,LC257,Interior Design,264,264,264
1180,LC260,Applied Biology,326,326,326
1181,LC267,Forensic and Pharmaceutical Sciences,329,329,329
1182,LC268,Medical Technology,289,289,289
1183,LC270,Music Technology and Production,307,307,307
1184,LC271,Electrical Engineering,261,261,261
1185,LC276,Creative Broadcast and Film Production,297,297,297
1186,LC277,Industrial Automation and Robotic Systems,232,232,232
1187,LC278,Renewable and Electrical Energy Engineering,280,280,280
1188,LC279,Electronic Engineering,214,214,214
1189,LC281,Automobile Technology,208,208,208
1190,LC283,Precision Engineering,227,227,227
1191,LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",200,200,200
1192,LC285,Mechanical Engineering,272,272,272
1193,LC286,Road Transport Technology and Management,264,264,264
1194,LC290,Community Sport Development,188,188,188
1195,LC336,Computing,207,207,207
1196,LC398,Culinary Arts,163,163,163
1197,LC399,Hospitality Supervision,148,148,148
1198,LC401,Early Childhood Education and Care,297,297,297
1199,LC414,Data Analytics and Cyber Security,236,236,236
1200,LC415,Business,197,197,197
1201,LC423,Sports Strength and Conditioning,157,157,157
1202,LC425,Environmental Science,278,278,278
1203,LC428,Environmental Science and Agriculture,278,278,278
1204,LC432,Early Childhood Education and Care,144,144,144
1205,LC434,Environmental Science and Agriculture,297,297,297
1206,LC504,Creative Media and Design,192,192,192
1207,LC602,Social Care Work,260,260,260
1208,LC603,Early Childhood Education and Care,147,147,147
1209,LC605,Business,195,195,195
1210,LC613,Early Childhood Education and Care,242,242,242
1211,LM180,Equine Science,337,337,337
1212,LY107,Business - Common Entry,161,161,161
1213,LY206,Sports Studies,149,149,149
