,Code,Title,points_r1_2021,points_r1_2020,points_r1_2019
606,GA982,Furniture Making and Architectural Woodworking,360,0,270
607,GA983,Furniture and Digital Manufacturing,0,0,0
608,GA984,Furniture Design  Making and Technology - Common E,486,284,0
609,GY101,Arts (Joint-Honours),327,300,300
610,GY104,BSc (Psychology),564,523,507
611,GY105,Arts (History),357,301,318
612,GY109,Arts (Mathematics and Education),413,403,411
613,GY110,Arts (Children and Youth Studies - options),387,357,382
614,GY111,Arts (English and Creative Writing),421,330,402
615,GY113,Arts with Human Rights,413,368,338
616,GY115,Arts with Performing Arts Studies,300,387,328
617,GY118,Arts (Drama  Theatre and Performance Studies),453,451,410
618,GY119,Arts (Journalism),484,400,410
619,GY122,Na D�na (Cumars�id agus Gaeilge),410,361,308
620,GY123,Applied Social Sciences,419,358,357
621,GY125,Arts (Digital Arts and Technology),403,328,324
622,GY127,Arts (Film and Digital Media),430,401,387
623,GY128,Arts (Global Languages),346,352,370
624,GY129,Arts (Global Experience),465,420,408
625,GY130,Arts (Music),462,408,400
626,GY132,Government (Politics  Economics and Law),465,407,402
627,GY133,Education (Computer Science and Mathematical Studi,454,422,401
628,GY134,Geography and Geosystems,425,410,0
629,GY135,Arts (Global Media),442,0,0
630,GY136,Na D�na (L�ann Teanga - options),526,0,0
631,GY201,Commerce,476,433,420
632,GY202,Commerce (International) with French,520,484,484
633,GY203,Commerce (International) with German,518,489,489
634,GY204,Commerce (International) with Spanish,506,495,484
635,GY206,Business Information Systems (Work Placement and O,509,465,431
636,GY207,Commerce (Accounting) including optional Global Ex,543,509,486
637,GY208,Commerce (Gaeilge),508,473,473
638,GY209,Commerce (Global Experience),551,530,509
639,GY250,Law and Business,510,487,436
640,GY251,Law (BCL),542,499,473
641,GY252,Law (BCL) and Human Rights,565,520,510
642,GY253,Law and Taxation,506,509,0
643,GY254,Law (BCL)  Criminology and Criminal Justice,548,530,0
644,GY261,Business Studies in International Hotel Management,503,497,486
645,GY262,Commerce in International Hotel Management (interv,709,681,671
646,GY301,Science,489,433,400
647,GY303,Biomedical Science,613,556,533
648,GY304,Biotechnology,498,465,473
649,GY308,Environmental Science,431,408,413
650,GY309,Financial Mathematics and Economics,509,487,454
651,GY310,Marine Science,467,419,409
652,GY313,Environmental Health and Safety,412,412,402
653,GY314,Earth and Ocean Sciences,422,403,402
654,GY318,Biopharmaceutical Chemistry,555,509,510
655,GY319,Mathematical Science,543,476,456
656,GY320,Physics (Degree options: Applied Astrophysics Biom,465,402,401
657,GY321,Genetics and Genomics,532,508,0
658,GY322,Agricultural Sciences,485,0,0
659,GY350,Computer Science and Information Technology,495,403,425
660,GY401,Engineering (Undenominated),522,465,444
661,GY402,Civil Engineering,533,455,509
662,GY405,Mechanical Engineering,541,454,443
663,GY406,Electronic and Computer Engineering,555,510,509
664,GY408,Biomedical Engineering,554,509,519
665,GY410,Project and Construction Management,431,403,434
666,GY413,Energy Systems Engineering,509,502,532
667,GY414,Electrical and Electronic Engineering,433,405,454
668,GY501,Medicine (five year/six year course  HPAT required,737,728,726
669,GY502,Occupational Therapy,601,555,532
670,GY503,Speech and Language Therapy,578,543,529
671,GY504,Podiatric Medicine,531,443,434
672,GY515,General Nursing (Galway and Portiuncula),502,476,442
673,GY516,Mental Health Nursing,475,440,388
674,GY517,Midwifery,520,495,429
675,LY108,Business - Accounting,312,309,318
676,LY118,Business,288,290,287
677,LY128,Marketing with Online Technologies,261,0,0
678,LY208,Law,300,300,300
679,LY228,Sports and Exercise - Common Entry,290,300,278
680,LY408,Design - Common Entry,301,320,307
681,LY508,Fire Safety Engineering,283,276,270
682,LY518,Quantity Surveying,304,301,307
683,LY528,Construction Management,262,271,267
684,LY538,Architectural Technology,234,0,0
685,LY608,Mechanical Engineering,300,300,304
686,LY618,Electronic Engineering,321,312,307
687,LY708,Applied Computing,320,306,300
688,LY748,Computer Science,316,317,0
689,LY818,Science - Common Entry,302,303,302
690,LY828,Agriculture - Common Entry,308,307,300
691,LY908,General Nursing,429,400,383
692,LY918,Psychiatric Nursing,367,357,291
693,LY928,Intellectual Disability Nursing,357,326,288
694,LY968,Early Childhood Care  Health and Education,288,303,300
695,LY978,Health and Social Care - Common Entry,279,280,260
696,MI001,Contemporary and Applied Theatre Studies,209,375,345
697,MI002,Arts,280,300,300
698,MI004,Education - Primary Teaching - International,589,577,0
699,MI005,Education - Primary Teaching,522,495,473
700,MI006,Education - Primary Teaching - Gaeltacht Applicant,485,456,442
701,MI007,Early Childhood Care and Education,409,357,366
702,MI008,Education and Psychology - Primary Teaching,590,588,543
703,MI009,Education  Business Studies and Accounting,434,402,392
704,MI010,Education  Business Studies and Religious Studies,370,368,326
705,MI011,Education  Gaeilge and Religious Studies,407,409,377
706,MI012,Education  Gaeilge and Business Studies,387,401,398
707,MI013,Education  Mathematics and Gaeilge,509,444,433
708,MI014,Education  Mathematics and Business Studies,476,434,0
709,CI110,Counselling and Psychotherapy,292,310,0
710,CI111,Counselling and Psychotherapy with Addiction Studi,290,301,0
711,CI112,Counselling and Psychotherapy with Youth Studies,325,311,0
712,LC110,Art and Design (Common Entry  portfolio),794,740,734
713,LC114,Fashion and Textiles for Product and Costume (port,914,880,900
714,LC115,Art and Design Teacher Education (LIT and UL  port,993,942,0
715,LC220,Digital Marketing,263,262,254
716,LC223,Law and Taxation,331,307,308
717,LC224,Accounting and Finance,300,300,299
718,LC225,Marketing and Management,298,298,298
719,LC226,Enterprise and Innovation,255,234,216
720,LC233,Software Development,280,272,300
721,LC234,Immersive Digital Media and Spatial Computing,226,225,219
722,LC236,Internet Systems Development,260,262,298
723,LC239,Computer Networks and Systems Management,317,307,335
724,LC241,Construction Management,326,255,276
725,LC242,Property Valuation and Management,308,282,292
726,LC243,Quantity Surveying,278,294,281
727,LC248,Built Environment (Common Entry),300,288,307
728,LC252,Civil Engineering Management,264,270,281
729,LC263,Medical Technology,391,294,282
730,LC265,Forensic and Pharmaceutical Sciences,498,413,335
731,LC266,Drug and Medicinal Product Analysis,252,262,236
732,LC275,Electrical Engineering,361,298,288
733,LC288,Mechanical Engineering,378,347,307
734,LC289,Precision Engineering,261,291,280
735,LC292,Social Care Work,374,367,360
736,LC293,Business Studies with Travel and Tourism Managemen,271,307,299
737,LC294,Business Studies with Event Management,279,279,271
738,LC295,Business Studies with Sports Management,262,252,263
739,LC297,Community and Addiction Studies,272,235,217
740,LC320,Business,381,346,337
741,LC330,Business with Computing,328,297,298
742,LC340,Interior Design,391,350,298
743,LC362,Biotechnology and Biopharmaceutical Sciences,429,413,379
744,LC371,Creative Broadcast and Film Production,325,309,298
745,LC372,Music Technology and Production,377,325,321
746,LC374,Renewable and Electrical Energy Engineering,337,318,317
747,LC375,Industrial Automation and Robotic Systems,309,317,321
748,LC376,Electronic Engineering with Computer Systems,357,318,308
749,LC380,Automotive Engineering and Transport Management,298,303,282
750,LC392,Business Studies in Beauty and Spa Management,328,236,217
751,LC393,Early Childhood Education and Care,309,236,260
752,LC402,Social Care Work,228,225,209
753,LC408,Environmental Science and Climate,279,279,262
754,LC416,Business,260,274,0
755,LC418,Computing - Games Design and Development,260,270,271
756,LC422,Applied Strength and Conditioning,289,298,288
757,LC502,Game Art and Design (portfolio),841,852,838
758,LC517,Creative Media and Design,279,234,229
759,LC518,Digital Animation Production (portfolio),807,808,816
760,LC612,Social Care Work,309,320,319
761,LM002,Arts,360,348,329
762,LM019,Social Sciences,451,0,0
763,LM020,Law and Accounting,474,465,436
764,LM026,Performing Arts (audition format TBC),329,303,307
765,LM028,Criminal Justice,420,418,387
766,LM029,Law Plus,530,490,473
767,LM038,Psychology and Sociology,530,500,478
768,LM039,Journalism and Digital Communication,432,402,388
769,LM040,European Studies,409,369,350
770,LM044,Applied Languages,429,442,404
771,LM050,Business Studies (options),451,431,419
772,LM056,International Business,555,528,511
773,LM058,Financial Mathematics,468,403,434
774,LM063,Technology Management,410,379,372
775,LM066,Environmental Science,430,0,0
776,LM068,Food Science and Health,464,421,400
777,LM076,Product Design and Technology (portfolio required),401,408,402
778,LM077,Aeronautical Engineering,567,520,469
779,LM082,Construction Management and Engineering,446,398,368
780,LM089,Sport and Exercise Sciences,498,474,441
781,LM090,Physical Education with concurrent Teacher Educati,552,532,498
782,LM091,Languages with concurrent Teacher Education,506,517,0
783,LM092,Science with Teacher Ed (Biology with Physics/Chem,521,507,478
784,LM093,Equine Science,367,339,338
785,LM094,Materials and Architectural Technology with concur,475,440,405
786,LM095,Materials and Engineering Technology with concurre,425,367,358
787,LM096,Science with Teacher Ed (Physical Sciences with Ch,454,405,382
788,LM097,Mathematics and Computer Science with concurrent T,465,402,0
789,LM099,Architecture,520,498,419
790,LM100,Physiotherapy,613,589,565
791,LM101,Medicine  - Graduate Entry (GAMSAT required),57,55,55
792,LM102,Psychology,534,509,495
793,LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429,392,313
794,LM105,Exercise and Health Fitness Management,441,0,0
795,LM115,Chemical and Biochemical Engineering,476,454,456
796,LM116,Engineering (Biomedical/Civil/Design and Manufactu,498,476,434
797,LM118,Electronic and Computer Engineering,445,403,401
798,LM121,Computer Science (Computer Systems/Games Dev/Cyber,402,351,352
799,LM122,Creative Media and Interaction Design (Digital Des,382,327,330
800,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498,441,412
801,LM124,Mathematics (Math Science/Maths and Physics/Econom,455,437,427
802,LM125,Physics (Applied Physics or Mathematics and Physic,489,404,405
803,LM150,General Nursing,498,475,440
804,LM152,Mental Health Nursing,478,419,388
805,LM154,Intellectual Disability Nursing,462,420,381
806,LM156,Midwifery,521,469,429
807,MU001,Theology and Arts,294,290,290
808,MU002,Theology,0,440,292
809,MH001,Education - Primary Teaching (Froebel),564,507,496
810,MH002,Education - Primary Teaching - Gaeltacht Applicant,0,0,441
811,MH003,Early Childhood - Teaching and Learning (full-time,381,0,0
812,MH101,Arts,338,318,316
813,MH103,Music,0,#,0
814,MH106,Psychology - 3 years,554,521,495
815,MH107,Social Science,390,346,326
816,MH109,Media Studies,324,316,317
817,MH116,Community and Youth Work (Full-Time),0,#,0
818,MH201,Science,401,360,350
819,MH202,Biotechnology,490,455,429
820,MH203,Biological and Geographical Sciences,451,430,0
821,MH204,Physics with Astrophysics,422,422,420
822,MH206,Theoretical Physics and Mathematics,521,510,498
823,MH207,Data Science,444,445,434
824,MH208,Biological and Biomedical Sciences,543,498,451
825,MH209,Psychology (through Science) - 4 years,529,498,473
826,MH210,Pharmaceutical and Biomedical Chemistry,510,487,446
827,MH212,Science|Maths and Computer Science|Mathematics (wi,452,422,444
828,MH304,Engineering (Computer/Electronic/Communications),351,333,371
829,MH305,Product Design,326,357,358
830,MH306,Robotics and Intelligent Devices,362,361,361
831,MH401,Finance (options),370,357,352
832,MH402,Quantitative Finance,476,476,476
833,MH403,Accounting and Finance,424,422,402
834,MH404,Business (options),441,430,400
835,MH407,Business and Accounting,423,420,401
836,MH411,Entrepreneurship,378,371,358
837,MH501,LLB Law - four year Single Major Law programme,507,473,451
838,MH502,Law (options),465,451,410
839,MH601,Computer Science through Arts (options),381,352,342
840,MH602,Computer Science through Science (options),400,351,357
841,MH603,Computational Thinking,520,532,520
842,MH801,Early Childhood - Teaching and Learning (part-time,AQA,327,347
843,MH802,Community and Youth Work (part-time  in service),0,#,0
844,MH803,Local Studies/Community Studies (part-time  evenin,0,#,0
845,AS001,Education  Home Economics and Biology - with concu,542,510,456
846,AS002,Education  Home Economics and Religious Ed - with,464,441,400
847,AS003,Education  Home Economics and Irish - with concurr,463,440,421
848,AS051,Nutrition  Food and Business Management,378,328,337
849,AS054,Home Economics,440,408,387
850,AS110,General Nursing,440,419,391
851,AS130,Intellectual Disability Nursing,387,336,317
852,SG141,Business,262,261,252
853,SG145,Business and ICT,279,0,0
854,SG146,Accounting,304,309,307
855,SG147,Sport with Business,288,307,269
856,SG148,Tourism with Event Management,298,269,246
857,SG150,Business in Marketing,298,0,0
858,SG241,Performing Arts,341,328,279
859,SG242,Early Childhood Care and Education,287,279,278
860,SG243,Social Care Practice,309,301,297
861,SG244,Fine Art,501,505,355
862,SG245,Creative Design,332,282,261
863,SG246,Computing,316,290,295
864,SG247,English and Psychology,319,309,308
865,SG248,Sociology and Politics,298,281,282
866,SG249,Writing and Literature,308,297,279
867,SG252,Software Development,310,307,300
868,SG253,Computing in Computer Networks and Cyber Security,336,324,273
869,SG254,Writing and Literature Online,327,225,0
870,SG255,Law and Business,291,0,0
871,SG341,General Engineering,373,0,0
872,SG342,Civil Engineering,418,415,0
873,SG343,Quantity Surveying,300,311,261
874,SG344,Mechanical Engineering,412,0,0
875,SG346,Construction Project Management and Applied Techno,313,291,289
876,SG347,Architecture,403,360,309
877,SG348,Interior Architecture and Design,359,316,0
878,SG349,Electronics and Self Driving Technologies,0,0,0
879,SG350,Robotics and Automation,384,0,0
880,SG442,Occupational Safety and Health,307,290,289
881,SG443,Human Nutrition,376,356,357
882,SG444,Science Undenominated,358,338,308
883,SG445,Pharmaceutical Science with Drug Development,357,311,347
884,SG447,Health Science and Physical Activity,326,328,316
885,SG448,Forensic Investigation and Analysis,308,306,306
886,SG449,Medical Biotechnology,315,341,329
887,SG450,Environmental Science with Ecology (Level 8),310,300,0
888,TL801,Animation  Visual Effects and Motion Design (Level,718,281,281
889,TL802,TV  Radio and New Media (Level 8),322,325,306
890,TL810,Computing with Software Development,308,310,309
891,TL811,Computing with Games Development,322,358,310
892,TL815,Computing (Degree Award options),307,308,308
893,TL823,Event Management (3 year programme),293,299,291
894,TL831,Business Studies (Major Specialism in: Acctng or M,306,306,307
895,TL842,Construction Management,0,0,0
896,TL844,Agricultural Engineering,301,300,311
897,TL845,Civil Engineering,361,325,300
898,TL847,Manufacturing Engineering,305,302,0
899,TL848,Agricultural Science,307,308,331
900,TL851,Wildlife Biology (Degree Award options),309,309,310
901,TL855,Pharmaceutical Science (Degree Award options),316,317,342
902,TL858,Veterinary Bioscience,317,308,326
903,TL871,Health and Leisure (Degree Award options),303,300,303
904,TL872,Health and Leisure with Massage,314,309,288
905,TL873,Coaching and Sports Performance,308,289,282
906,TL874,Inclusive Sport and Physical Activity,341,0,0
907,TL880,Early Childhood Care and Education,309,307,307
908,TL881,Social Care,301,308,308
909,TL889,Counselling with Addiction - Mature applicants onl,0,0,0
910,TL890,General Nursing and Mature Applicants,463,440,407
911,TL891,Mental Health Nursing and Mature Applicants,440,389,367
912,WD001,Applied Computing (options),270,260,279
913,WD002,Science (options),279,308,302
914,WD005,Health Sciences (options),271,280,288
915,WD006,Exercise Sciences (options),270,280,282
916,WD007,Engineering (options),270,288,287
917,WD025,Construction Management and Engineering,262,269,269
918,WD027,Music,321,262,290
919,WD048,Business (options),279,271,278
920,WD084,Accounting,308,308,307
921,WD091,Hospitality Management,225,228,210
922,WD116,General Nursing,446,422,413
923,WD117,Psychiatric Nursing,415,366,361
924,WD120,Intellectual Disability Nursing,390,377,338
925,WD134,International Business,267,290,289
926,WD137,Design (Visual Communications),252,271,253
927,WD140,Laws,280,280,290
928,WD144,Architecture,309,284,283
929,WD147,Pharmaceutical Science,288,293,298
930,WD150,Criminal Justice Studies,280,270,271
931,WD152,Visual Art,243,AQA,253
932,WD161,Computer Forensics and Security,270,255,262
933,WD162,Quantity Surveying,226,216,260
934,WD163,Psychology,456,434,390
935,WD186,Sports Coaching and Performance,261,270,276
936,WD187,Social Science,276,272,271
937,WD191,Agricultural Science,377,377,378
938,WD192,Social Care Practice,271,270,279
939,WD193,Marketing and Digital Media,279,271,290
940,WD194,Culinary Arts,237,217,235
941,WD195,Architectural and Building Information Modelling T,279,279,266
942,WD200,Arts (options),201,AQA,221
943,WD210,Software Systems Development,260,279,271
944,WD211,Creative Computing,270,271,275
945,WD212,Recreation and Sport Management,262,270,274
946,WD230,Mechanical and Manufacturing Engineering,230,253,273
947,WD231,Early Childhood Care and Education,266,0,0
948,WD232,Business Information Systems,261,0,0
949,AL600,Software Design,0,AQA,0
950,AL601,Computer Engineering,0,AQA,0
951,AL602,Mechanical Engineering,0,AQA,0
952,AL604,Civil Engineering,0,AQA,0
953,AL605,Music and Instrument Technology,0,AQA,0
954,AL630,Pharmacy Technician,0,295,0
955,AL631,Dental Nursing,0,300,0
956,AL632,Applied Science,0,234,0
957,AL650,Business,0,207,0
958,AL660,Culinary Arts,0,AQA,0
959,AL661,Bar Supervision,0,AQA,0
960,AL663,Business (Sport and Recreation),0,AQA,0
961,AL701,Computer Engineering with Network Infrastructure,0,216,0
962,AL702,Software Design with Artificial Intelligence for Cloud Computing,0,214,0
963,AL703,Software Design with Virtual Reality and Gaming,0,216,0
964,AL704,Computer Engineering,0,204,0
965,AL705,Software Design with Mobile Apps and Connected Devices,0,216,0
966,AL710,Mechanical Engineering,0,223,0
967,AL711,Mechanical Engineering and Renewable Energy,0,228,0
968,AL712,Automation and Robotics,0,252,0
969,AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),0,218,0
970,AL718,Music and Sound Engineering,0,214,0
971,AL721,Civil Engineering,0,233,0
972,AL730,Biotechnology,0,250,0
973,AL731,Veterinary Nursing,0,400,0
974,AL734,Pharmaceutical Sciences (Drug Development and Analysis),0,244,0
975,AL740,Exercise and Health Science,0,250,0
976,AL751,Digital Marketing,0,241,0
977,AL752,Business,0,225,0
978,AL761,Hotel and Leisure Management,0,208,0
979,AL763,Graphic Design (portfolio),0,781,0
980,AL764,Early Years Care and Education,0,260,0
981,AL765,Applied Social Studies in Social Care,0,280,0
982,CI001,Counselling Skills and Psychotherapy Studies,0,300,0
983,CI002,Counselling Skills and Addiction Studies,0,309,0
984,CI005,Counselling Skills and Youth Studies,0,306,0
985,CR001,Applied Physics and Instrumentation,0,250,0
986,CR006,Applied Biosciences,0,361,0
987,CR007,Analytical and Pharmaceutical Chemistry,0,240,0
988,CR010,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),0,321,0
989,CR016,Software Development,0,307,0
990,CR021,Business (Common Entry),0,255,0
991,CR022,Business Administration,0,190,0
992,CR031,Social Care Work,0,346,0
993,CR032,Recreation and Leisure Management,0,298,0
994,CR035,Community Development,0,100,0
995,CR041,Tourism Management,0,216,0
996,CR042,Hospitality Management,0,208,0
997,CR046,Automotive Technology and Management,0,216,0
998,CR051,Civil Engineering,0,248,0
999,CR052,Construction,0,251,0
1000,CR053,Interior Architecture,0,308,0
1001,CR055,Environmental Engineering,0,258,0
1002,CR061,Electronic Engineering,0,260,0
1003,CR062,Electrical Engineering,0,300,0
1004,CR071,Mechanical Engineering,0,261,0
1005,CR075,Biomedical Engineering,0,306,0
1006,CR090,Architectural Technology,0,266,0
1007,CR094,Nautical Science at National Maritime College of Ireland,0,243,0
1008,CR095,Marine Engineering at National Maritime College of Ireland,0,255,0
1009,CR126,Popular Music: Drums at CIT Cork School of Music,0,801,878
1010,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,0,838,584
1011,CR128,Popular Music: Keyboards at CIT Cork School of Music,0,840,839
1012,CR129,Popular Music: Voice at CIT Cork School of Music,0,841,857
1013,CR300,Physical Sciences (Common Entry),0,282,0
1014,CR620,Early Childhood Education and Care,0,365,0
1015,CR640,Culinary Arts,0,244,0
1016,CR650,Beverage Industry Management,0,209,0
1017,CR655,Culinary Studies,0,189,0
1018,CR657,Hospitality Studies,0,180,0
1019,CR805,Marine Electrotechnology at National Maritime College of Ireland,0,235,0
1020,CR888,Information Technology,0,290,0
1021,CT110,Computing in Information Technology,0,210,0
1022,CT116,Information Technology,0,219,0
1023,CW006,Business,0,AQA,0
1024,CW027,Sustainable Farm Management and Agribusiness,0,266,0
1025,CW037,Business (options),0,195,0
1026,CW047,Visual Communications and Design,0,214,0
1027,CW057,Art (portfolio),0,700,0
1028,CW077,Tourism and Event Management,0,217,0
1029,CW106,Physiology and Health Science,0,451,0
1030,CW107,Analytical Science,0,277,0
1031,CW116,Pharmacy Technician Studies,0,250,0
1032,CW117,Biosciences,0,205,0
1033,CW126,Science - Applied Biology or Applied Chemistry,0,191,0
1034,CW206,Computing - Applications or Programming,0,235,0
1035,CW207,Software Development,0,244,0
1036,CW217,Information Technology Management,0,234,0
1037,CW227,Cybercrime and IT Security,0,233,0
1038,CW237,Computing in Interactive Digital Art and Design,0,212,0
1039,CW407,Architectural Technology,0,188,0
1040,CW417,Construction Management with Building Services,0,220,0
1041,CW427,Civil Engineering,0,199,0
1042,CW507,Aircraft Systems,0,293,0
1043,CW517,Mechanical Engineering,0,276,0
1044,CW527,Electronic Engineering,0,227,0
1045,CW547,TV and Media Production,0,301,0
1046,CW706,Legal Studies,0,163,0
1047,CW707,Industrial Design,0,207,0
1048,CW717,Professional Social Care Practice,0,288,0
1049,CW807,Sport Coaching and Business Management - GAA (portfolio),0,700,0
1050,CW817,Sport Coaching and Business Management - Rugby (portfolio),0,700,0
1051,CW827,Sport Coaching and Business Management - Soccer (portfolio),0,700,0
1052,CW837,Digital Marketing with Analytics,0,200,0
1053,CW906,Business,0,177,0
1054,CW917,Business (options),0,224,0
1055,CW926,Business with Law,0,210,0
1056,CW936,Accounting,0,231,0
1057,DB516,Financial Services,0,0,328
1058,DB528,Applied Social Care,0,AQA,0
1059,DB534,Sound Engineering and Music Production,0,AQA,0
1060,DB563,Arts,0,161,0
1061,DB571,Business Studies,0,173,0
1062,DB572,Business in Accounting,0,119,0
1063,DB573,Business in Marketing,0,117,0
1064,DB574,Business in Information Technology,0,136,0
1065,DB576,Film and Creative Media,0,AQA,0
1066,DC201,Common Entry into Science (Undenominated Entry),0,498,454
1067,DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",0,430,0
1068,DK710,Business and Management,0,120,0
1069,DK711,Business and Technology,0,191,0
1070,DK712,Digital Marketing and Public Relations,0,100,0
1071,DK721,Computing,0,106,0
1072,DK722,Augmented and Virtual Reality,0,144,0
1073,DK730,Building Surveying,0,165,0
1074,DK731,Architectural Technology,0,332,0
1075,DK732,Construction Management,0,120,0
1076,DK740,Engineering - Electrical and Electronic Systems,0,179,0
1077,DK742,Engineering - Mechanical Engineering,0,166,0
1078,DK744,Engineering - Civil Engineering,0,190,0
1079,DK750,Hospitality Management,0,176,0
1080,DK752,Event Management,0,175,0
1081,DK753,Culinary Arts,0,182,0
1082,DK763,"Sport, Exercise and Enterprise",0,233,0
1083,DK767,Community Youth Work (interview),0,240,0
1084,DK768,Audio and Music Production,0,261,0
1085,DK769,Creative Media,0,165,0
1086,DK770,Theatre & Film Practice,0,190,0
1087,DK771,Musical Theatre (audition),0,0,0
1088,DK781,Science - Bioscience,0,358,0
1089,DK783,Science - Pharmaceutical Science,0,349,0
1090,DK784,Veterinary Nursing,0,399,0
1091,DK860,Music (audition),0,532,499
1092,DL701,Business - Applied Entrepreneurship,0,AQA,0
1093,DL821,"English, Media and Cultural Studies",0,212,211
1094,DL828,"3D Design, Modelmaking and Digital Art",0,506,691
1095,DL829,Design for Stage and Screen (Costume Design),0,593,817
1096,DL830,Design for Stage and Screen (Character Makeup Design),0,939,879
1097,DL831,Design for Stage and Screen (Production Design),0,781,893
1098,DL834,Film and Television Production,0,990,933
1099,DN252,Dairy Business,0,410,398
1100,DN253,Agri - Environmental Sciences,0,418,403
1101,DN271,Forestry,0,311,303
1102,DN272,"Horticulture, Landscape and Sportsturf Management",0,297,252
1103,DS602,Computing and Multimedia (Level 6 - Higher Certificate),0,0,0
1104,DS603,Computing and Multimedia (Level 6 - Certificate),0,0,0
1105,DS701,Business,0,0,0
1106,DS702,Computing and Multimedia (Level 7),0,0,0
1107,GA160,Business,0,163,0
1108,GA170,Business,0,250,0
1109,GA171,Business Information Systems,0,250,0
1110,GA172,Rural Enterprise and Agri-Business,0,277,0
1111,GA174,Marketing and Sales,0,281,0
1112,GA175,Finance,0,278,0
1113,GA176,Business with Entrepreneurship,0,278,0
1114,GA272,Heritage Studies,0,188,0
1115,GA273,Contemporary Art,0,702,0
1116,GA274,Design,0,251,0
1117,GA360,Business in Tourism,0,172,0
1118,GA361,Culinary Arts,0,193,0
1119,GA362,Hotel and Hospitality Operations,0,240,0
1120,GA364,Heritage Studies,0,252,0
1121,GA370,Hotel and Catering Management,0,198,0
1122,GA376,Event Management with Public Relations,0,206,0
1123,GA377,International Tourism Management,0,172,0
1124,GA378,Culinary and Gastronomic Science,0,219,0
1125,GA470,Construction Management,0,244,0
1126,GA471,Quantity Surveying and Construction Economics,0,200,0
1127,GA472,Architectural Technology,0,226,0
1128,GA473,Civil Engineering,0,241,0
1129,GA570,Software and Electronic Engineering,0,224,0
1130,GA670,Mechanical Engineering,0,265,0
1131,GA673,Energy Engineering,0,260,0
1132,GA674,Biomedical Engineering,0,298,0
1133,GA675,Agricultural Engineering,0,298,0
1134,GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),0,290,0
1135,GA677,Manufacturing Engineering Design,0,235,0
1136,GA770,Applied Freshwater and Marine Biology,0,280,0
1137,GA771,Applied Biology and Biopharmaceutical Science,0,280,0
1138,GA772,Chemical and Pharmaceutical Science,0,280,0
1139,GA773,Physics and Instrumentation,0,299,0
1140,GA774,Science (Undenominated),0,289,0
1141,GA775,Computing in Software Development,0,260,0
1142,GA776,Computing and Digital Media,0,241,0
1143,GA777,Agriculture and Environmental Management,0,281,0
1144,GA862,History & Geography,0,178,0
1145,GA864,Early Childhood Education and Care,0,214,0
1146,GA870,Outdoor Education and Leisure,0,182,0
1147,GA871,Early Childhood Education and Care,0,190,0
1148,GA872,Culture and Environment,0,196,0
1149,GA879,Applied Social Care,0,244,0
1150,GA974,"Furniture Design, Making and Technology - Common Entry",0,214,0
1151,GB001,Business,0,0,0
1152,GC250,Communications and Media Production,0,0,0
1153,GC305,International Hospitality Management,0,253,327
1154,GC306,International Hospitality Management,0,253,0
1155,GC335,Computing,0,217,0
1156,GC410,Marketing,0,145,0
1157,GC411,Business,0,135,0
1158,GC435,Computing,0,AQA,0
1159,GC460,Music Production for Games (portfolio),0,0,0
1160,GC465,Communications,0,AQA,0
1161,GC466,Film and TV Production,0,AQA,0
1162,GC470,Photographic Media,0,169,0
1163,GC475,Photography,0,150,0
1164,GC490,Interior Design,0,117,0
1165,GC495,Fashion,0,129,0
1166,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),0,409,330
1167,GY112,Arts with Film Studies,0,321,338
1168,GY120,"Arts (Child, Youth and Family: Policy and Practice)",0,350,309
1169,GY121,Arts (Children`s Studies),0,356,356
1170,GY124,Arts (Arts with Data Science),0,454,434
1171,GY126,Arts (English and Media Studies),0,391,418
1172,GY131,Arts (History and Globalisation Studies),0,360,340
1173,LC221,Accounting and Finance,0,241,0
1174,LC222,Marketing and Management,0,270,0
1175,LC228,Sports Development and Coaching,0,205,0
1176,LC230,Business with Computing,0,217,0
1177,LC235,Internet Systems Development,0,205,0
1178,LC251,Civil Engineering,0,206,0
1179,LC257,Interior Design,0,264,0
1180,LC260,Applied Biology,0,326,0
1181,LC267,Forensic and Pharmaceutical Sciences,0,329,0
1182,LC268,Medical Technology,0,289,0
1183,LC270,Music Technology and Production,0,307,0
1184,LC271,Electrical Engineering,0,261,0
1185,LC276,Creative Broadcast and Film Production,0,297,0
1186,LC277,Industrial Automation and Robotic Systems,0,232,0
1187,LC278,Renewable and Electrical Energy Engineering,0,280,0
1188,LC279,Electronic Engineering,0,214,0
1189,LC281,Automobile Technology,0,208,0
1190,LC283,Precision Engineering,0,227,0
1191,LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",0,200,0
1192,LC285,Mechanical Engineering,0,272,0
1193,LC286,Road Transport Technology and Management,0,264,0
1194,LC290,Community Sport Development,0,188,0
1195,LC336,Computing,0,207,0
1196,LC398,Culinary Arts,0,163,0
